-18.32326, 21.88454, -6.801756, 1
6.312613, 23.98044, -9.480264, 1
11.90941, 20.54527, -9.090213, 1
14.58792, 5.127879, -5.387205, 1
10.33037, 0.8543491, -3.925752, 1
15.92717, -2.580819, -3.535701, 1
18.60568, -17.99822, 0.1673063, 1
14.34813, -22.27175, 1.62876, 1
-10.28774, -24.36765, 4.307267, 1
-12.72646, 18.44937, -6.411706, 1
6.982239, 20.12609, -8.554512, 1
-10.04795, 3.031976, -2.708698, 1
9.660747, 4.708698, -4.851504, 1
-8.708698, -4.676723, -0.8571944, 1
11, -3, -3, 1
-6.030191, -20.09412, 2.845813, 1
13.67851, -18.4174, 0.7030077, 1
-17.27531, 23.85257, 0.9069418, 1
7.360564, 25.94847, -1.771565, 1
12.95737, 22.5133, -1.381515, 1
15.63587, 7.095903, 2.321493, 1
11.37832, 2.822374, 3.782946, 1
16.97513, -0.6127949, 4.172997, 1
19.65363, -16.03019, 7.876005, 1
15.39609, -20.30372, 9.337458, 1
-9.239787, -22.39962, 12.01596, 1
-11.67851, 20.4174, 1.296992, 1
8.03019, 22.09412, -0.8458133, 1
-9, 5, 5, 1
10.7087, 6.676723, 2.857194, 1
-7.660746, -2.708698, 6.851504, 1
12.04795, -1.031976, 4.708698, 1
-4.982239, -18.12609, 10.55451, 1
14.72646, -16.44937, 8.411706, 1
