-3.864652, 5.221135, -1.950439, 1
1.062523, 5.745111, -2.620066, 1
2.181883, 4.886319, -2.522553, 1
2.717584, 1.03197, -1.596801, 1
1.866075, -0.03641272, -1.231438, 1
2.985435, -0.8952048, -1.133925, 1
3.521136, -4.749554, -0.2081734, 1
2.669627, -5.817936, 0.1571899, 1
-2.257548, -6.341912, 0.8268167, 1
-2.745292, 4.362343, -1.852926, 1
1.196448, 4.781524, -2.388628, 1
-2.20959, 0.5079939, -0.9271746, 1
1.732149, 0.9271746, -1.462876, 1
-1.94174, -1.419181, -0.4642986, 1
2, -1, -1, 1
-1.406038, -5.27353, 0.4614533, 1
2.535701, -4.854349, -0.07424808, 1
-3.655061, 5.713141, -0.02326456, 1
1.272113, 6.237117, -0.6928913, 1
2.391473, 5.378325, -0.5953786, 1
2.927175, 1.523976, 0.3303733, 1
2.075665, 0.4555934, 0.6957366, 1
3.195025, -0.4031987, 0.7932492, 1
3.730726, -4.257548, 1.719001, 1
2.879217, -5.32593, 2.084364, 1
-2.047957, -5.849906, 2.753991, 1
-2.535701, 4.854349, 0.07424808, 1
1.406038, 5.27353, -0.4614533, 1
-2, 1, 1, 1
1.94174, 1.419181, 0.4642986, 1
-1.732149, -0.9271746, 1.462876, 1
2.20959, -0.5079939, 0.9271746, 1
-1.196448, -4.781524, 2.388628, 1
2.745292, -4.362343, 1.852926, 1
